"export-plot data (NetLogo 6.2.1)"
"normal lockdown.nlogo"
"04/02/2023 03:29:40:827 +0800"

"MODEL SETTINGS"
"cell","transmission-rate","hfs-radius","infection-radius","population","immune-system"
"10","20","25","50","1000","10"

"""sir"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","50000","0","1","true","""default""","false","3"

"pen name","pen down?","mode","interval","color","x"
"""default""","true","0","1","65","46467"
"""pen-1""","true","0","1","5","46467"
"""pen-2""","true","0","1","15","46467"

"""default""",,,,"""pen-1""",,,,"""pen-2"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"1","1","65","true","1","0","5","true","1","0","15","true"
"2","0.993","65","true","2","0","5","true","2","0.007","15","true"
"3","0.993","65","true","3","0","5","true","3","0.007","15","true"
"4","0.993","65","true","4","0","5","true","4","0.007","15","true"
"5","0.993","65","true","5","0","5","true","5","0.007","15","true"
"6","0.993","65","true","6","0","5","true","6","0.007","15","true"
"7","0.993","65","true","7","0","5","true","7","0.007","15","true"
"8","0.993","65","true","8","0","5","true","8","0.007","15","true"
"9","0.993","65","true","9","0","5","true","9","0.007","15","true"
"10","0.993","65","true","10","0","5","true","10","0.007","15","true"
"11","0.993","65","true","11","0","5","true","11","0.007","15","true"
"12","0.993","65","true","12","0","5","true","12","0.007","15","true"
"13","0.993","65","true","13","0","5","true","13","0.007","15","true"
"14","0.993","65","true","14","0","5","true","14","0.007","15","true"
"15","0.993","65","true","15","0","5","true","15","0.007","15","true"
"16","0.993","65","true","16","0","5","true","16","0.007","15","true"
"17","0.993","65","true","17","0","5","true","17","0.007","15","true"
"18","0.992","65","true","18","0","5","true","18","0.008","15","true"
"19","0.992","65","true","19","0","5","true","19","0.008","15","true"
"20","0.992","65","true","20","0","5","true","20","0.008","15","true"
"21","0.992","65","true","21","0","5","true","21","0.008","15","true"
"22","0.992","65","true","22","0","5","true","22","0.008","15","true"
"23","0.992","65","true","23","0","5","true","23","0.008","15","true"
"24","0.992","65","true","24","0","5","true","24","0.008","15","true"
"25","0.992","65","true","25","0","5","true","25","0.008","15","true"
"26","0.992","65","true","26","0","5","true","26","0.008","15","true"
"27","0.992","65","true","27","0","5","true","27","0.008","15","true"
"28","0.992","65","true","28","0","5","true","28","0.008","15","true"
"29","0.992","65","true","29","0","5","true","29","0.008","15","true"
"30","0.992","65","true","30","0","5","true","30","0.008","15","true"
"31","0.992","65","true","31","0","5","true","31","0.008","15","true"
"32","0.992","65","true","32","0","5","true","32","0.008","15","true"
"33","0.992","65","true","33","0","5","true","33","0.008","15","true"
"34","0.992","65","true","34","0","5","true","34","0.008","15","true"
"35","0.992","65","true","35","0","5","true","35","0.008","15","true"
"36","0.992","65","true","36","0","5","true","36","0.008","15","true"
"37","0.992","65","true","37","0","5","true","37","0.008","15","true"
"38","0.992","65","true","38","0","5","true","38","0.008","15","true"
"39","0.992","65","true","39","0","5","true","39","0.008","15","true"
"40","0.992","65","true","40","0","5","true","40","0.008","15","true"
"41","0.992","65","true","41","0","5","true","41","0.008","15","true"
"42","0.992","65","true","42","0","5","true","42","0.008","15","true"
"43","0.992","65","true","43","0","5","true","43","0.008","15","true"
"44","0.992","65","true","44","0","5","true","44","0.008","15","true"
"45","0.992","65","true","45","0","5","true","45","0.008","15","true"
"46","0.992","65","true","46","0","5","true","46","0.008","15","true"
"47","0.992","65","true","47","0","5","true","47","0.008","15","true"
"48","0.992","65","true","48","0","5","true","48","0.008","15","true"
"49","0.992","65","true","49","0","5","true","49","0.008","15","true"
"50","0.992","65","true","50","0","5","true","50","0.008","15","true"
"51","0.992","65","true","51","0","5","true","51","0.008","15","true"
"52","0.992","65","true","52","0","5","true","52","0.008","15","true"
"53","0.992","65","true","53","0","5","true","53","0.008","15","true"
"54","0.992","65","true","54","0","5","true","54","0.008","15","true"
"55","0.992","65","true","55","0","5","true","55","0.008","15","true"
"56","0.992","65","true","56","0","5","true","56","0.008","15","true"
"57","0.992","65","true","57","0","5","true","57","0.008","15","true"
"58","0.992","65","true","58","0","5","true","58","0.008","15","true"
"59","0.992","65","true","59","0","5","true","59","0.008","15","true"
"60","0.992","65","true","60","0","5","true","60","0.008","15","true"
"61","0.992","65","true","61","0","5","true","61","0.008","15","true"
"62","0.992","65","true","62","0","5","true","62","0.008","15","true"
"63","0.992","65","true","63","0","5","true","63","0.008","15","true"
"64","0.992","65","true","64","0","5","true","64","0.008","15","true"
"65","0.992","65","true","65","0","5","true","65","0.008","15","true"
"66","0.992","65","true","66","0","5","true","66","0.008","15","true"
"67","0.992","65","true","67","0","5","true","67","0.008","15","true"
"68","0.992","65","true","68","0","5","true","68","0.008","15","true"
"69","0.992","65","true","69","0","5","true","69","0.008","15","true"
"70","0.992","65","true","70","0","5","true","70","0.008","15","true"
"71","0.992","65","true","71","0","5","true","71","0.008","15","true"
"72","0.992","65","true","72","0","5","true","72","0.008","15","true"
"73","0.992","65","true","73","0","5","true","73","0.008","15","true"
"74","0.992","65","true","74","0","5","true","74","0.008","15","true"
"75","0.992","65","true","75","0","5","true","75","0.008","15","true"
"76","0.992","65","true","76","0","5","true","76","0.008","15","true"
"77","0.992","65","true","77","0","5","true","77","0.008","15","true"
"78","0.992","65","true","78","0","5","true","78","0.008","15","true"
"79","0.992","65","true","79","0","5","true","79","0.008","15","true"
"80","0.992","65","true","80","0","5","true","80","0.008","15","true"
"81","0.992","65","true","81","0","5","true","81","0.008","15","true"
"82","0.992","65","true","82","0","5","true","82","0.008","15","true"
"83","0.992","65","true","83","0","5","true","83","0.008","15","true"
"84","0.991","65","true","84","0","5","true","84","0.009","15","true"
"85","0.991","65","true","85","0","5","true","85","0.009","15","true"
"86","0.991","65","true","86","0","5","true","86","0.009","15","true"
"87","0.991","65","true","87","0","5","true","87","0.009","15","true"
"88","0.991","65","true","88","0","5","true","88","0.009","15","true"
"89","0.991","65","true","89","0","5","true","89","0.009","15","true"
"90","0.991","65","true","90","0","5","true","90","0.009","15","true"
"91","0.991","65","true","91","0","5","true","91","0.009","15","true"
